file_path,filename,preprocessing,logmel_0,logmel_1,logmel_2,logmel_3,logmel_4,logmel_5,logmel_6,logmel_7,logmel_8,logmel_9,logmel_10,logmel_11,logmel_12,logmel_13,logmel_14,logmel_15,logmel_16,logmel_17,logmel_18,logmel_19,logmel_20,logmel_21,logmel_22,logmel_23,logmel_24,logmel_25,logmel_26,logmel_27,logmel_28,logmel_29,logmel_30,logmel_31,logmel_32,logmel_33,logmel_34,logmel_35,logmel_36,logmel_37,logmel_38,logmel_39,logmel_40,logmel_41,logmel_42,logmel_43,logmel_44,logmel_45,logmel_46,logmel_47,logmel_48,logmel_49,logmel_50,logmel_51,logmel_52,logmel_53,logmel_54,logmel_55,logmel_56,logmel_57,logmel_58,logmel_59,logmel_60,logmel_61,logmel_62,logmel_63
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS003_6/WEBSS-003 TP7_60sec.wav,WEBSS-003 TP7_60sec.wav,spectral_gating_-20db_4.0ratio,-16.408447,-20.391258,-25.76806,-29.896914,-33.265244,-35.667248,-37.770164,-39.15896,-39.211212,-39.311302,-40.834255,-42.70472,-43.764416,-44.642506,-45.109875,-45.04982,-44.04515,-44.508762,-45.22838,-46.678123,-48.39921,-49.671635,-50.466785,-51.580524,-53.05228,-54.015617,-55.182896,-56.12925,-57.208447,-58.541573,-59.872383,-61.37723,-62.134445,-63.166664,-67.1257,-79.33639,-79.967636,-79.975746,-79.98399,-79.98832,-79.99058,-79.99162,-79.99217,-79.99269,-79.99317,-79.993645,-79.9941,-79.99454,-79.994965,-79.99537,-79.99576,-79.99615,-79.9965,-79.99682,-79.99699,-79.99713,-79.99728,-79.997406,-79.997536,-79.997635,-79.997734,-79.99781,-79.99787,-79.9979
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS003_6/WEBSS-003 TP1_60sec.wav,WEBSS-003 TP1_60sec.wav,spectral_gating_-20db_4.0ratio,-19.116388,-23.569342,-26.632534,-30.229746,-33.908745,-36.67219,-37.937122,-38.692013,-40.736774,-42.664997,-44.167152,-45.052383,-45.95918,-47.084114,-47.690865,-47.741062,-48.06956,-48.79596,-49.34929,-50.206802,-50.39545,-50.782593,-51.46312,-52.968037,-54.973064,-56.645687,-57.99446,-58.845795,-59.100372,-59.602364,-60.221752,-61.042152,-62.353657,-63.26145,-66.633896,-79.66356,-79.97855,-79.98198,-79.98459,-79.98688,-79.98888,-79.99073,-79.99244,-79.99382,-79.99457,-79.99528,-79.99593,-79.99656,-79.99713,-79.9977,-79.9982,-79.99862,-79.998795,-79.99897,-79.99913,-79.99928,-79.999435,-79.999565,-79.999695,-79.9998,-79.99989,-79.99997,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS003_6/WEBSS-003 TP6_60sec.wav,WEBSS-003 TP6_60sec.wav,spectral_gating_-20db_4.0ratio,-24.627298,-30.58946,-36.671894,-39.909935,-43.991917,-47.4609,-49.034557,-50.30803,-49.03314,-49.484276,-51.62099,-53.19914,-54.74825,-55.90556,-55.939095,-56.146088,-55.747833,-56.720856,-56.4816,-57.507195,-59.44174,-60.269623,-61.456833,-63.47993,-64.91113,-65.4825,-66.92357,-68.39534,-69.5023,-70.48502,-71.52567,-73.21036,-74.570694,-75.64406,-78.34119,-79.98164,-79.99475,-79.99689,-79.997314,-79.997696,-79.998024,-79.99834,-79.99863,-79.9989,-79.99915,-79.9994,-79.99963,-79.999855,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS002_3/WEBSS-002 TP 3_60sec.wav,WEBSS-002 TP 3_60sec.wav,spectral_gating_-20db_4.0ratio,-26.498993,-33.549854,-40.391876,-44.636463,-47.312027,-49.20492,-51.190678,-54.390816,-56.91996,-59.195004,-62.207466,-65.142494,-67.117516,-68.13314,-68.72962,-69.176796,-69.23648,-68.992485,-68.602615,-68.40979,-67.96233,-67.604576,-67.49957,-66.942856,-66.42148,-65.99452,-66.51292,-67.64874,-68.75742,-70.347145,-72.707344,-75.650085,-77.48699,-78.3675,-79.5379,-79.99127,-79.994484,-79.99553,-79.99635,-79.99692,-79.997246,-79.99754,-79.99782,-79.998085,-79.99834,-79.99858,-79.99881,-79.99903,-79.99925,-79.99945,-79.99965,-79.99984,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS002_3/WEBSS-002 TP 4_60sec.wav,WEBSS-002 TP 4_60sec.wav,spectral_gating_-20db_4.0ratio,-20.902117,-28.912237,-36.31414,-40.732563,-42.86133,-44.93359,-48.02068,-51.120975,-53.349865,-56.130512,-59.384354,-62.241055,-64.558495,-66.28099,-67.34722,-68.34131,-69.308914,-69.95114,-70.1921,-70.70859,-70.787544,-70.788414,-70.5538,-69.51808,-68.5012,-67.87503,-67.59226,-68.285095,-69.57767,-72.11446,-74.49938,-76.35921,-77.46745,-78.068954,-79.37266,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS002_3/WEBSS-002 TP 2_60sec.wav,WEBSS-002 TP 2_60sec.wav,spectral_gating_-20db_4.0ratio,-33.173275,-39.657265,-46.503616,-50.556087,-51.84389,-54.151386,-57.612217,-60.282722,-62.27591,-64.71204,-66.88927,-69.16764,-70.73196,-71.821396,-72.273384,-72.609726,-73.401955,-74.05799,-74.582,-74.71,-75.094894,-75.19498,-75.07106,-75.02735,-74.974525,-74.87627,-75.06077,-75.584114,-75.87145,-77.065926,-77.95351,-78.6063,-79.110176,-79.22574,-79.69331,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP6_60sec.wav,WEBSS-006 TP6_60sec.wav,spectral_gating_-20db_4.0ratio,-35.111248,-45.065063,-52.795982,-56.488594,-59.554146,-61.89638,-64.513245,-66.188835,-67.40093,-68.64729,-69.23891,-69.330154,-69.962265,-70.88572,-71.78196,-72.8148,-73.995636,-75.60784,-77.03819,-77.87044,-78.363014,-78.58463,-78.88437,-78.98058,-79.04,-79.19192,-79.257965,-79.269516,-79.24148,-79.31805,-79.3815,-79.41066,-79.404686,-79.45787,-79.58398,-79.90863,-79.999275,-79.999794,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP11_60sec.wav,WEBSS-006 TP11_60sec.wav,spectral_gating_-20db_4.0ratio,-18.005184,-29.30092,-37.88006,-42.804962,-46.85292,-49.529816,-51.684395,-53.39116,-54.64824,-55.846798,-57.426163,-58.545055,-59.79002,-61.785164,-63.95448,-65.286316,-65.83115,-66.40733,-67.75096,-70.66713,-72.58646,-73.99037,-75.178085,-75.086624,-75.56953,-77.178085,-77.7293,-77.96345,-78.21092,-78.5515,-78.72193,-78.938034,-79.08576,-79.17541,-79.54081,-79.92704,-79.977325,-79.97949,-79.98119,-79.982544,-79.98319,-79.9838,-79.98437,-79.9849,-79.985405,-79.9859,-79.98637,-79.98681,-79.98724,-79.987656,-79.98806,-79.98844,-79.98881,-79.98916,-79.98949,-79.98981,-79.99009,-79.990364,-79.99061,-79.99082,-79.99101,-79.99117,-79.99129,-79.991356
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP1_60sec.wav,WEBSS-006 TP1_60sec.wav,spectral_gating_-20db_4.0ratio,-20.370422,-35.262398,-40.972866,-43.44288,-46.332787,-48.08672,-49.906578,-52.36832,-53.97968,-54.455948,-54.949654,-56.616844,-57.86254,-58.84161,-60.268307,-62.152744,-64.18456,-66.02289,-67.63271,-68.944695,-70.44196,-71.51028,-72.57904,-73.57469,-74.56105,-75.23681,-75.99365,-76.65505,-77.24935,-77.771736,-78.30519,-78.71091,-78.93685,-79.17524,-79.79495,-79.96972,-79.97566,-79.9789,-79.981674,-79.98402,-79.98569,-79.98767,-79.98917,-79.99019,-79.99106,-79.99217,-79.9931,-79.99393,-79.9947,-79.995155,-79.99557,-79.99597,-79.996346,-79.996704,-79.99692,-79.99708,-79.99722,-79.99737,-79.99748,-79.997604,-79.997696,-79.99778,-79.99783,-79.99787
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP7_60sec.wav,WEBSS-006 TP7_60sec.wav,spectral_gating_-20db_4.0ratio,-32.052254,-41.449497,-46.442043,-49.453983,-52.366898,-54.765587,-57.677124,-60.16282,-61.32425,-62.28624,-63.001774,-63.88197,-65.04488,-65.76411,-67.500854,-68.92849,-70.82596,-73.43323,-75.12002,-76.668175,-77.641174,-78.45384,-78.92227,-79.12435,-79.41101,-79.42852,-79.51294,-79.39549,-79.43595,-79.51838,-79.6133,-79.65349,-79.70582,-79.720436,-79.785515,-79.97206,-79.999,-79.99956,-79.99999,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP10_60sec.wav,WEBSS-006 TP10_60sec.wav,spectral_gating_-20db_4.0ratio,-31.497948,-40.418644,-45.302345,-49.575348,-52.452045,-55.210697,-56.77578,-58.235184,-60.07635,-61.70272,-63.293377,-63.183487,-63.755665,-65.63577,-68.24192,-70.323456,-72.254745,-73.82338,-75.55945,-76.798004,-77.76156,-78.420616,-78.72803,-78.89236,-79.08252,-79.19475,-79.24813,-79.317215,-79.4002,-79.46705,-79.512245,-79.59845,-79.64462,-79.65126,-79.76708,-79.95722,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP2_60sec.wav,WEBSS-006 TP2_60sec.wav,spectral_gating_-20db_4.0ratio,-22.28186,-29.368368,-32.948177,-36.852985,-40.626656,-43.40345,-45.631165,-47.78811,-49.31345,-49.997444,-51.429096,-52.859295,-53.99169,-55.547314,-56.946545,-59.42957,-62.135273,-64.38075,-66.24147,-68.71776,-70.783,-71.88843,-73.25624,-74.32487,-75.13587,-75.95897,-76.75628,-77.04295,-77.54793,-78.02405,-78.45414,-79.01485,-79.232925,-79.35438,-79.702576,-79.99032,-79.99434,-79.99637,-79.99745,-79.998146,-79.99882,-79.9994,-79.99996,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP4_60sec.wav,WEBSS-006 TP4_60sec.wav,spectral_gating_-20db_4.0ratio,-24.706802,-38.332886,-44.60811,-47.024822,-50.46137,-53.17717,-55.90381,-58.009228,-59.01452,-59.715076,-60.339058,-61.18741,-62.280197,-63.221226,-64.63222,-66.044044,-67.96733,-70.12915,-72.05353,-73.92608,-75.25141,-76.36787,-77.0734,-77.67218,-78.03839,-78.41877,-78.68252,-78.89366,-78.97285,-79.09559,-79.13444,-79.23892,-79.31666,-79.34555,-79.54366,-79.93501,-79.98799,-79.9887,-79.99005,-79.99028,-79.991615,-79.993706,-79.99448,-79.995285,-79.996,-79.9967,-79.99712,-79.99758,-79.997955,-79.99834,-79.9987,-79.999016,-79.99938,-79.99967,-79.99992,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP9_60sec.wav,WEBSS-006 TP9_60sec.wav,spectral_gating_-20db_4.0ratio,-32.252254,-44.57768,-52.023525,-55.294453,-57.290936,-59.948868,-62.057457,-63.752075,-63.74404,-63.368397,-63.902603,-64.19885,-65.049995,-66.01156,-67.06521,-68.61842,-69.89704,-71.70118,-73.721565,-75.41737,-76.27597,-77.14109,-78.159584,-78.45304,-78.80205,-78.73543,-78.98463,-79.36355,-79.36592,-79.57416,-79.60193,-79.69655,-79.68284,-79.75473,-79.820274,-79.97031,-79.99672,-79.99783,-79.99869,-79.99943,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP3_60sec.wav,WEBSS-006 TP3_60sec.wav,spectral_gating_-20db_4.0ratio,-39.502472,-50.518036,-56.891975,-60.23886,-63.7807,-66.75966,-69.32844,-71.10768,-72.10123,-72.72925,-73.241356,-74.06212,-74.66999,-75.190834,-75.91223,-76.9,-77.98462,-78.84004,-79.220566,-79.425026,-79.55269,-79.58892,-79.63454,-79.676636,-79.67309,-79.675476,-79.695915,-79.710655,-79.725266,-79.74084,-79.752716,-79.76431,-79.767204,-79.79118,-79.84685,-79.965866,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP12_60sec.wav,WEBSS-006 TP12_60sec.wav,spectral_gating_-20db_4.0ratio,-34.557426,-41.840195,-48.561726,-51.44963,-51.743397,-52.091873,-53.365685,-55.360825,-57.473927,-59.508,-59.281483,-59.419983,-61.185143,-63.65245,-65.60658,-67.19505,-69.62462,-71.19106,-72.68349,-74.783646,-75.8755,-76.356415,-76.69137,-76.88289,-77.1674,-77.50536,-77.75283,-77.83649,-77.96074,-78.08691,-78.30467,-78.39188,-78.52949,-78.668724,-79.08365,-79.904976,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
/Users/yunhwang/Desktop/Stethoscope_Project/Audio shared/Hospital sound_raw 60sec/WEBSS006_12/WEBSS-006 TP5_60sec.wav,WEBSS-006 TP5_60sec.wav,spectral_gating_-20db_4.0ratio,-21.186504,-35.869743,-41.878998,-44.074577,-47.27369,-50.227547,-51.641937,-54.3095,-55.894833,-57.55879,-59.31538,-60.452374,-61.53115,-62.703365,-64.081116,-66.2454,-68.151566,-69.87479,-71.41162,-72.911995,-74.00653,-75.036964,-76.15381,-76.73889,-77.35096,-77.760376,-78.14378,-78.53543,-78.85096,-79.049515,-79.24395,-79.41296,-79.483574,-79.58605,-79.850136,-79.98841,-79.99038,-79.99009,-79.99634,-79.99734,-79.998055,-79.99871,-79.9993,-79.999825,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
