src_file,t0,t1,label,dest_wav
H001_B000_1.87-4.39.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H001_B000_1.87-4.39_0.00-2.00.wav
H001_B000_1.87-4.39.wav,0.500,2.500,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H001_B000_1.87-4.39_0.50-2.50.wav
H001_B002_10.26-12.75.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H001_B002_10.26-12.75_0.00-2.00.wav
H001_B004_18.62-21.46.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H001_B004_18.62-21.46_0.00-2.00.wav
H001_B004_18.62-21.46.wav,0.500,2.500,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H001_B004_18.62-21.46_0.50-2.50.wav
H002_B002_6.23-8.46.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H002_B002_6.23-8.46_0.00-2.00.wav
H002_B003_8.86-10.97.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H002_B003_8.86-10.97_0.00-2.00.wav
H002_B004_11.30-13.60.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H002_B004_11.30-13.60_0.00-2.00.wav
H003_B002_9.83-11.83.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H003_B002_9.83-11.83_0.00-2.00.wav
H004_B002_7.96-10.71.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B002_7.96-10.71_0.00-2.00.wav
H004_B002_7.96-10.71.wav,0.500,2.500,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B002_7.96-10.71_0.50-2.50.wav
H004_B004_14.29-16.40.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B004_14.29-16.40_0.00-2.00.wav
H004_B005_17.94-20.34.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B005_17.94-20.34_0.00-2.00.wav
H004_B006_21.39-24.03.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B006_21.39-24.03_0.00-2.00.wav
H004_B006_21.39-24.03.wav,0.500,2.500,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B006_21.39-24.03_0.50-2.50.wav
H004_B008_27.76-30.00.wav,0.000,2.000,Healthy,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Healthy/H004_B008_27.76-30.00_0.00-2.00.wav
H001_NB002_7.52-10.26.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H001_NB002_7.52-10.26_0.00-2.00.wav
H001_NB002_7.52-10.26.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H001_NB002_7.52-10.26_0.50-2.50.wav
H001_NB004_16.04-18.62.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H001_NB004_16.04-18.62_0.00-2.00.wav
H001_NB004_16.04-18.62.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H001_NB004_16.04-18.62_0.50-2.50.wav
H001_NB006_24.50-26.85.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H001_NB006_24.50-26.85_0.00-2.00.wav
H002_NB000_0.00-2.36.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB000_0.00-2.36_0.00-2.00.wav
H002_NB006_15.15-20.92.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_0.00-2.00.wav
H002_NB006_15.15-20.92.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_0.50-2.50.wav
H002_NB006_15.15-20.92.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_1.00-3.00.wav
H002_NB006_15.15-20.92.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_1.50-3.50.wav
H002_NB006_15.15-20.92.wav,2.000,4.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_2.00-4.00.wav
H002_NB006_15.15-20.92.wav,2.500,4.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_2.50-4.50.wav
H002_NB006_15.15-20.92.wav,3.000,5.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_3.00-5.00.wav
H002_NB006_15.15-20.92.wav,3.500,5.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H002_NB006_15.15-20.92_3.50-5.50.wav
H003_NB000_0.00-4.90.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB000_0.00-4.90_0.00-2.00.wav
H003_NB000_0.00-4.90.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB000_0.00-4.90_0.50-2.50.wav
H003_NB000_0.00-4.90.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB000_0.00-4.90_1.00-3.00.wav
H003_NB000_0.00-4.90.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB000_0.00-4.90_1.50-3.50.wav
H003_NB000_0.00-4.90.wav,2.000,4.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB000_0.00-4.90_2.00-4.00.wav
H003_NB000_0.00-4.90.wav,2.500,4.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB000_0.00-4.90_2.50-4.50.wav
H003_NB006_18.80-24.05.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_0.00-2.00.wav
H003_NB006_18.80-24.05.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_0.50-2.50.wav
H003_NB006_18.80-24.05.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_1.00-3.00.wav
H003_NB006_18.80-24.05.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_1.50-3.50.wav
H003_NB006_18.80-24.05.wav,2.000,4.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_2.00-4.00.wav
H003_NB006_18.80-24.05.wav,2.500,4.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_2.50-4.50.wav
H003_NB006_18.80-24.05.wav,3.000,5.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/H003_NB006_18.80-24.05_3.00-5.00.wav
KP003_WWS_1_NB000_0.00-2.01.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB000_0.00-2.01_0.00-2.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_0.00-2.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_0.50-2.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_1.00-3.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_1.50-3.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,2.000,4.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_2.00-4.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,2.500,4.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_2.50-4.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,3.000,5.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_3.00-5.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,3.500,5.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_3.50-5.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,4.000,6.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_4.00-6.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,4.500,6.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_4.50-6.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,5.000,7.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_5.00-7.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,5.500,7.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_5.50-7.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,6.000,8.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_6.00-8.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,6.500,8.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_6.50-8.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,7.000,9.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_7.00-9.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,7.500,9.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_7.50-9.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,8.000,10.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_8.00-10.00.wav
KP003_WWS_1_NB014_18.89-30.00.wav,8.500,10.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_8.50-10.50.wav
KP003_WWS_1_NB014_18.89-30.00.wav,9.000,11.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP003_WWS_1_NB014_18.89-30.00_9.00-11.00.wav
KP010_WWS_NB014_26.41-30.00.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP010_WWS_NB014_26.41-30.00_0.00-2.00.wav
KP010_WWS_NB014_26.41-30.00.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP010_WWS_NB014_26.41-30.00_0.50-2.50.wav
KP010_WWS_NB014_26.41-30.00.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP010_WWS_NB014_26.41-30.00_1.00-3.00.wav
KP010_WWS_NB014_26.41-30.00.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP010_WWS_NB014_26.41-30.00_1.50-3.50.wav
KP011_WWS_NB002_3.19-5.48.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP011_WWS_NB002_3.19-5.48_0.00-2.00.wav
KP011_WWS_NB004_7.58-10.07.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP011_WWS_NB004_7.58-10.07_0.00-2.00.wav
KP011_WWS_NB008_15.62-18.29.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP011_WWS_NB008_15.62-18.29_0.00-2.00.wav
KP011_WWS_NB008_15.62-18.29.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP011_WWS_NB008_15.62-18.29_0.50-2.50.wav
KP014_WWS_NB001_2.42-30.00.wav,0.000,2.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_0.00-2.00.wav
KP014_WWS_NB001_2.42-30.00.wav,0.500,2.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_0.50-2.50.wav
KP014_WWS_NB001_2.42-30.00.wav,1.000,3.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_1.00-3.00.wav
KP014_WWS_NB001_2.42-30.00.wav,1.500,3.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_1.50-3.50.wav
KP014_WWS_NB001_2.42-30.00.wav,2.000,4.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_2.00-4.00.wav
KP014_WWS_NB001_2.42-30.00.wav,2.500,4.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_2.50-4.50.wav
KP014_WWS_NB001_2.42-30.00.wav,3.000,5.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_3.00-5.00.wav
KP014_WWS_NB001_2.42-30.00.wav,3.500,5.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_3.50-5.50.wav
KP014_WWS_NB001_2.42-30.00.wav,4.000,6.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_4.00-6.00.wav
KP014_WWS_NB001_2.42-30.00.wav,4.500,6.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_4.50-6.50.wav
KP014_WWS_NB001_2.42-30.00.wav,5.000,7.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_5.00-7.00.wav
KP014_WWS_NB001_2.42-30.00.wav,5.500,7.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_5.50-7.50.wav
KP014_WWS_NB001_2.42-30.00.wav,6.000,8.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_6.00-8.00.wav
KP014_WWS_NB001_2.42-30.00.wav,6.500,8.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_6.50-8.50.wav
KP014_WWS_NB001_2.42-30.00.wav,7.000,9.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_7.00-9.00.wav
KP014_WWS_NB001_2.42-30.00.wav,7.500,9.500,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_7.50-9.50.wav
KP014_WWS_NB001_2.42-30.00.wav,8.000,10.000,Non-breathing,/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Segments_2s_hop500ms/Non-breathing/KP014_WWS_NB001_2.42-30.00_8.00-10.00.wav
