src_file,t0,t1,label,best_overlap_sec,overlap_detail_json,dest_wav
KP005_WWS.wav,5.000,7.000,Crackle,1.800,"{""Crackle"": 1.8000000000000007, ""Non-breathing"": 0.1999999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_5.00-7.00.wav
KP005_WWS.wav,5.500,7.500,Crackle,1.430,"{""Crackle"": 1.4300000000000006, ""Non-breathing"": 0.5699999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_5.50-7.50.wav
KP005_WWS.wav,6.000,8.000,Non-breathing,0.870,"{""Crackle"": 1.13, ""Non-breathing"": 0.8700000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_6.00-8.00.wav
KP005_WWS.wav,6.500,8.500,Non-breathing,1.120,"{""Crackle"": 0.8799999999999999, ""Non-breathing"": 1.12}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_6.50-8.50.wav
KP005_WWS.wav,7.000,9.000,Non-breathing,1.120,"{""Crackle"": 0.8799999999999999, ""Non-breathing"": 1.12}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_7.00-9.00.wav
KP005_WWS.wav,7.500,9.500,Non-breathing,0.750,"{""Non-breathing"": 0.75, ""Crackle"": 1.25}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_7.50-9.50.wav
KP005_WWS.wav,8.000,10.000,Crackle,1.450,"{""Non-breathing"": 0.5500000000000007, ""Crackle"": 1.4499999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_8.00-10.00.wav
KP005_WWS.wav,8.500,10.500,Crackle,1.700,"{""Crackle"": 1.6999999999999993, ""Non-breathing"": 0.3000000000000007}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_8.50-10.50.wav
KP005_WWS.wav,9.000,11.000,Crackle,1.700,"{""Crackle"": 1.6999999999999993, ""Non-breathing"": 0.3000000000000007}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_9.00-11.00.wav
KP005_WWS.wav,9.500,11.500,Crackle,1.360,"{""Crackle"": 1.3599999999999994, ""Non-breathing"": 0.6400000000000006}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_9.50-11.50.wav
KP005_WWS.wav,10.000,12.000,Non-breathing,0.840,"{""Crackle"": 1.1600000000000001, ""Non-breathing"": 0.8399999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_10.00-12.00.wav
KP005_WWS.wav,10.500,12.500,Non-breathing,0.880,"{""Crackle"": 1.120000000000001, ""Non-breathing"": 0.879999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_10.50-12.50.wav
KP005_WWS.wav,11.000,13.000,Non-breathing,0.880,"{""Crackle"": 1.120000000000001, ""Non-breathing"": 0.879999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_11.00-13.00.wav
KP005_WWS.wav,11.500,13.500,Crackle,1.390,"{""Non-breathing"": 0.6099999999999994, ""Crackle"": 1.3900000000000006}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_11.50-13.50.wav
KP005_WWS.wav,12.000,14.000,Crackle,1.760,"{""Non-breathing"": 0.2400000000000002, ""Crackle"": 1.7599999999999998}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_12.00-14.00.wav
KP005_WWS.wav,12.500,14.500,Crackle,1.800,"{""Crackle"": 1.799999999999999, ""Non-breathing"": 0.20000000000000107}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_12.50-14.50.wav
KP005_WWS.wav,13.000,15.000,Crackle,1.770,"{""Crackle"": 1.7699999999999996, ""Non-breathing"": 0.23000000000000043}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_13.00-15.00.wav
KP005_WWS.wav,13.500,15.500,Crackle,1.340,"{""Non-breathing"": 0.6600000000000001, ""Crackle"": 1.3399999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_13.50-15.50.wav
KP005_WWS.wav,14.000,16.000,Crackle,1.470,"{""Crackle"": 1.4700000000000006, ""Non-breathing"": 0.5299999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_14.00-16.00.wav
KP005_WWS.wav,14.500,16.500,Crackle,1.470,"{""Crackle"": 1.4700000000000006, ""Non-breathing"": 0.5299999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_14.50-16.50.wav
KP005_WWS.wav,15.000,17.000,Crackle,1.500,"{""Non-breathing"": 0.5, ""Crackle"": 1.5}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_15.00-17.00.wav
KP005_WWS.wav,15.500,17.500,Crackle,1.800,"{""Crackle"": 1.8000000000000007, ""Non-breathing"": 0.1999999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_15.50-17.50.wav
KP005_WWS.wav,16.000,18.000,Crackle,1.800,"{""Crackle"": 1.8000000000000007, ""Non-breathing"": 0.1999999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_16.00-18.00.wav
KP005_WWS.wav,16.500,18.500,Crackle,1.800,"{""Crackle"": 1.8000000000000007, ""Non-breathing"": 0.1999999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_16.50-18.50.wav
KP005_WWS.wav,17.000,19.000,Crackle,1.390,"{""Crackle"": 1.3900000000000006, ""Non-breathing"": 0.6099999999999994}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_17.00-19.00.wav
KP005_WWS.wav,17.500,19.500,Non-breathing,0.910,"{""Crackle"": 1.0899999999999999, ""Non-breathing"": 0.9100000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_17.50-19.50.wav
KP005_WWS.wav,18.000,20.000,Non-breathing,1.410,"{""Crackle"": 0.5899999999999999, ""Non-breathing"": 1.4100000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_18.00-20.00.wav
KP005_WWS.wav,18.500,20.500,Non-breathing,1.910,"{""Crackle"": 0.08999999999999986, ""Non-breathing"": 1.9100000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_18.50-20.50.wav
KP005_WWS.wav,19.000,21.000,Non-breathing,1.510,"{""Non-breathing"": 1.5100000000000016, ""Crackle"": 0.48999999999999844}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_19.00-21.00.wav
KP005_WWS.wav,19.500,21.500,Non-breathing,1.010,"{""Non-breathing"": 1.0100000000000016, ""Crackle"": 0.9899999999999984}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_19.50-21.50.wav
KP005_WWS.wav,20.000,22.000,Crackle,1.440,"{""Non-breathing"": 0.5600000000000023, ""Crackle"": 1.4399999999999977}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_20.00-22.00.wav
KP005_WWS.wav,20.500,22.500,Crackle,1.790,"{""Non-breathing"": 0.21000000000000085, ""Crackle"": 1.7899999999999991}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_20.50-22.50.wav
KP005_WWS.wav,21.000,23.000,Crackle,1.800,"{""Crackle"": 1.8000000000000007, ""Non-breathing"": 0.1999999999999993}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_21.00-23.00.wav
KP005_WWS.wav,21.500,23.500,Crackle,1.670,"{""Crackle"": 1.6700000000000017, ""Non-breathing"": 0.3299999999999983}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_21.50-23.50.wav
KP005_WWS.wav,22.000,24.000,Crackle,1.720,"{""Non-breathing"": 0.2799999999999976, ""Crackle"": 1.7200000000000024}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_22.00-24.00.wav
KP005_WWS.wav,22.500,24.500,Crackle,1.870,"{""Crackle"": 1.870000000000001, ""Non-breathing"": 0.129999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_22.50-24.50.wav
KP005_WWS.wav,23.000,25.000,Crackle,1.540,"{""Crackle"": 1.5400000000000027, ""Non-breathing"": 0.4599999999999973}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_23.00-25.00.wav
KP005_WWS.wav,23.500,25.500,Crackle,1.650,"{""Crackle"": 1.6500000000000021, ""Non-breathing"": 0.34999999999999787}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_23.50-25.50.wav
KP005_WWS.wav,24.000,26.000,Crackle,1.650,"{""Crackle"": 1.6500000000000021, ""Non-breathing"": 0.34999999999999787}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_24.00-26.00.wav
KP005_WWS.wav,24.500,26.500,Crackle,1.460,"{""Crackle"": 1.4600000000000009, ""Non-breathing"": 0.5399999999999991}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_24.50-26.50.wav
KP005_WWS.wav,25.000,27.000,Non-breathing,0.710,"{""Non-breathing"": 0.7100000000000009, ""Crackle"": 1.2899999999999991}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_25.00-27.00.wav
KP005_WWS.wav,25.500,27.500,Non-breathing,0.780,"{""Crackle"": 1.2199999999999989, ""Non-breathing"": 0.7800000000000011}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_25.50-27.50.wav
KP005_WWS.wav,26.000,28.000,Non-breathing,0.780,"{""Crackle"": 1.2199999999999989, ""Non-breathing"": 0.7800000000000011}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_26.00-28.00.wav
KP005_WWS.wav,26.500,28.500,Crackle,1.410,"{""Non-breathing"": 0.5899999999999999, ""Crackle"": 1.4100000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_26.50-28.50.wav
KP005_WWS.wav,27.000,29.000,Crackle,1.520,"{""Non-breathing"": 0.4800000000000004, ""Crackle"": 1.5199999999999996}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP005_WWS_27.00-29.00.wav
KP005_WWS.wav,27.500,29.500,Non-breathing,0.890,"{""Crackle"": 1.1099999999999994, ""Non-breathing"": 0.8900000000000006}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_27.50-29.50.wav
KP005_WWS.wav,28.000,30.000,Non-breathing,1.390,"{""Crackle"": 0.6099999999999994, ""Non-breathing"": 1.3900000000000006}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_28.00-30.00.wav
KP005_WWS.wav,28.500,30.500,Non-breathing,1.390,"{""Crackle"": 0.10999999999999943, ""Non-breathing"": 1.3900000000000006}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_28.50-30.50.wav
KP005_WWS.wav,29.000,31.000,Non-breathing,1.000,"{""Non-breathing"": 1.0}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_29.00-31.00.wav
KP005_WWS.wav,29.500,31.500,Non-breathing,0.500,"{""Non-breathing"": 0.5}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP005_WWS_29.50-31.50.wav
KP007_WWS.wav,0.000,2.000,Crackle,1.400,"{""Crackle"": 1.3999999999999997, ""Non-breathing"": 0.6000000000000002}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_0.00-2.00.wav
KP007_WWS.wav,0.500,2.500,Crackle,1.400,"{""Crackle"": 1.4, ""Non-breathing"": 0.6000000000000002}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_0.50-2.50.wav
KP007_WWS.wav,1.000,3.000,Non-breathing,0.830,"{""Non-breathing"": 0.8300000000000001, ""Crackle"": 1.17}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_1.00-3.00.wav
KP007_WWS.wav,1.500,3.500,Crackle,1.360,"{""Crackle"": 1.3599999999999999, ""Non-breathing"": 0.6400000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_1.50-3.50.wav
KP007_WWS.wav,2.000,4.000,Crackle,1.340,"{""Crackle"": 1.3400000000000003, ""Non-breathing"": 0.6599999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_2.00-4.00.wav
KP007_WWS.wav,2.500,4.500,Non-breathing,0.780,"{""Crackle"": 1.2200000000000002, ""Non-breathing"": 0.7799999999999998}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_2.50-4.50.wav
KP007_WWS.wav,3.000,5.000,Non-breathing,0.900,"{""Non-breathing"": 0.8999999999999999, ""Crackle"": 1.1}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_3.00-5.00.wav
KP007_WWS.wav,3.500,5.500,Non-breathing,0.850,"{""Crackle"": 1.15, ""Non-breathing"": 0.8500000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_3.50-5.50.wav
KP007_WWS.wav,4.000,6.000,Non-breathing,0.880,"{""Crackle"": 1.12, ""Non-breathing"": 0.8799999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_4.00-6.00.wav
KP007_WWS.wav,4.500,6.500,Non-breathing,0.780,"{""Non-breathing"": 0.7799999999999994, ""Crackle"": 1.2200000000000006}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_4.50-6.50.wav
KP007_WWS.wav,5.000,7.000,Non-breathing,0.730,"{""Non-breathing"": 0.7299999999999995, ""Crackle"": 1.2700000000000005}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_5.00-7.00.wav
KP007_WWS.wav,5.500,7.500,Non-breathing,0.720,"{""Crackle"": 1.2800000000000011, ""Non-breathing"": 0.7199999999999989}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_5.50-7.50.wav
KP007_WWS.wav,6.000,8.000,Crackle,1.380,"{""Crackle"": 1.3800000000000008, ""Non-breathing"": 0.6199999999999992}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_6.00-8.00.wav
KP007_WWS.wav,6.500,8.500,Non-breathing,0.900,"{""Non-breathing"": 0.9000000000000004, ""Crackle"": 1.0999999999999996}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_6.50-8.50.wav
KP007_WWS.wav,7.000,9.000,Crackle,1.480,"{""Crackle"": 1.4799999999999995, ""Non-breathing"": 0.5200000000000005}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_7.00-9.00.wav
KP007_WWS.wav,7.500,9.500,Crackle,1.380,"{""Non-breathing"": 0.6200000000000001, ""Crackle"": 1.38}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_7.50-9.50.wav
KP007_WWS.wav,8.000,10.000,Crackle,1.320,"{""Crackle"": 1.3200000000000003, ""Non-breathing"": 0.6799999999999997}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Crackle_window/KP007_WWS_8.00-10.00.wav
KP007_WWS.wav,8.500,10.500,Non-breathing,0.880,"{""Non-breathing"": 0.879999999999999, ""Crackle"": 1.120000000000001}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_8.50-10.50.wav
KP007_WWS.wav,9.000,11.000,Non-breathing,0.870,"{""Crackle"": 1.1300000000000008, ""Non-breathing"": 0.8699999999999992}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_9.00-11.00.wav
KP007_WWS.wav,9.500,11.500,Non-breathing,0.790,"{""Crackle"": 1.209999999999999, ""Non-breathing"": 0.7900000000000009}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_9.50-11.50.wav
KP007_WWS.wav,10.000,12.000,Non-breathing,0.870,"{""Non-breathing"": 0.870000000000001, ""Crackle"": 1.129999999999999}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_10.00-12.00.wav
KP007_WWS.wav,10.500,12.500,Non-breathing,0.750,"{""Non-breathing"": 0.7500000000000018, ""Crackle"": 1.2499999999999982}",/Users/yunhwang/Desktop/Stethoscope_Project/Deployment/1 Final Pipeline/2 Model Training with Replayed Sound/Output/Augmented_Windows_by_Coverage/Nonbreathing_window/KP007_WWS_10.50-12.50.wav
